,name,prob
0,003142.jpg,0.001009764631655849
1,004405.jpg,0.12803047404878845
2,005407.jpg,0.01578536492542068
3,002572.jpg,0.0657509772551874
4,007527.jpg,0.16364627057173214
5,005058.jpg,0.07135822201527434
6,009429.jpg,0.0011238023171873893
7,002450.jpg,0.010807094132576866
8,005861.jpg,0.006935466673161178
9,000359.jpg,0.0008019377895491945
10,008275.jpg,0.006258617008908685
11,000077.jpg,0.118108009076333
12,004837.jpg,0.048729726575287576
13,006088.jpg,0.15536348900139701
14,006858.jpg,0.010099480758898279
15,008773.jpg,0.0038238593114940846
16,009711.jpg,0.030932926239288304
17,005713.jpg,0.07666143865432899
18,001734.jpg,0.002678696385198633
19,009000.jpg,0.01107524250201034
20,004967.jpg,0.0007622482952442817
21,005360.jpg,0.0629779440167719
22,002049.jpg,0.046136235785985025
23,002715.jpg,0.015282189182298879
24,005885.jpg,0.00016867741487550206
25,008100.jpg,0.02958614498769934
26,003935.jpg,0.0005679066825722309
27,008425.jpg,0.018716392993742625
28,008663.jpg,0.02052039625021335
29,004998.jpg,0.09240458356578
30,005762.jpg,0.03352377311380724
31,009778.jpg,0.020617619494427013
32,000242.jpg,0.0
33,004553.jpg,0.01952778673121858
34,008433.jpg,0.008075537296000575
35,009638.jpg,0.16697278857011796
36,001524.jpg,0.0031332326207770753
37,002279.jpg,0.004278351470933671
38,001062.jpg,0.005905763428890584
39,006842.jpg,0.049467383595351216
40,000730.jpg,0.029990021425110484
41,004801.jpg,0.001077115758399386
42,000403.jpg,0.02258660423948501
43,001529.jpg,0.03269038620766884
44,007162.jpg,0.015024201551615782
45,006005.jpg,0.010096742960224694
46,001348.jpg,0.015101272369019644
47,007016.jpg,0.006376777779825632
48,003023.jpg,0.01298647247386237
49,008997.jpg,0.2165641622540347
50,004499.jpg,0.016015757626911542
51,001233.jpg,0.0567681384636546
52,002082.jpg,0.0026588383144494246
53,003404.jpg,0.0024591574386982657
54,000755.jpg,0.16957617277953332
55,004498.jpg,0.003181534936315881
56,007093.jpg,0.007240280746188088
57,005423.jpg,0.009926877574778949
58,000093.jpg,0.01100476461564986
59,009029.jpg,9.613184195759431e-05
60,005743.jpg,0.004919020353855322
61,009726.jpg,0.10766227895277508
62,004117.jpg,0.009494336653268562
63,002600.jpg,0.0013666982619411844
64,007166.jpg,0.03516680708581339
65,009089.jpg,0.0010942991125135223
66,006707.jpg,0.011810505652513922
67,005340.jpg,0.03426332881349936
68,003464.jpg,0.03180258044884924
69,006930.jpg,0.029628669859584525
70,005258.jpg,0.0
71,002741.jpg,0.03914701515857
72,008645.jpg,0.0006371453363900051
73,001136.jpg,0.5937114860880363
74,003679.jpg,0.002575656531058192
